Row ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,year,month,quarter,day_of_week,delivery_days
3909,2016-04-05,2016-04-10,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,41.988,2016,4,2,1,5
3910,2016-04-05,2016-04-10,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,7.584,2016,4,2,1,5
3911,2016-04-05,2016-04-10,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Bookcases,352.45,2016,4,2,1,5
3912,2018-06-05,2018-06-06,First Class,Consumer,Pearland,Texas,Central,Technology,Phones,470.376,2018,6,2,1,1
3913,2018-09-18,2018-09-25,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,19.44,2018,9,3,1,7
3914,2018-09-18,2018-09-25,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.82,2018,9,3,1,7
3915,2018-07-18,2018-07-23,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Tables,801.6,2018,7,3,2,5
3916,2018-07-18,2018-07-23,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,161.568,2018,7,3,2,5
3917,2018-07-18,2018-07-23,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,16.096,2018,7,3,2,5
3918,2018-07-18,2018-07-23,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,7.656,2018,7,3,2,5
3919,2018-07-18,2018-07-23,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,311.976,2018,7,3,2,5
3920,2016-12-01,2016-12-07,Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Storage,61.68,2016,12,4,3,6
3921,2016-12-01,2016-12-07,Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Binders,63.96,2016,12,4,3,6
3922,2017-06-28,2017-07-02,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,359.976,2017,6,2,2,4
3923,2018-08-28,2018-09-01,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.344,2018,8,3,1,4
3924,2018-08-28,2018-09-01,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,26.72,2018,8,3,1,4
3925,2015-09-17,2015-09-21,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,30.28,2015,9,3,3,4
3926,2015-09-17,2015-09-21,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,57.93,2015,9,3,3,4
3927,2015-09-17,2015-09-21,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,35.34,2015,9,3,3,4
3928,2015-09-17,2015-09-21,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,137.24,2015,9,3,3,4
3929,2017-03-14,2017-03-17,First Class,Consumer,Harlingen,Texas,Central,Furniture,Bookcases,241.332,2017,3,1,1,3
3930,2017-03-14,2017-03-17,First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,5.184,2017,3,1,1,3
3931,2017-03-14,2017-03-17,First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Art,145.544,2017,3,1,1,3
3932,2017-08-26,2017-09-02,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,5.472,2017,8,3,5,7
3933,2017-08-26,2017-09-02,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2017,8,3,5,7
3934,2018-09-02,2018-09-08,Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Art,9.4,2018,9,3,6,6
3935,2018-09-02,2018-09-08,Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Labels,74.0,2018,9,3,6,6
3936,2018-09-02,2018-09-08,Standard Class,Consumer,Bakersfield,California,West,Technology,Phones,201.584,2018,9,3,6,6
3937,2016-06-16,2016-06-20,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,28.752,2016,6,2,3,4
3938,2016-06-16,2016-06-20,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,27.216,2016,6,2,3,4
3939,2016-06-16,2016-06-20,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,197.372,2016,6,2,3,4
3940,2017-12-10,2017-12-10,Same Day,Consumer,Greenwood,Indiana,Central,Furniture,Chairs,1424.9,2017,12,4,6,0
3941,2018-05-18,2018-05-23,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.56,2018,5,2,4,5
3942,2018-05-18,2018-05-23,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.048,2018,5,2,4,5
3943,2018-05-27,2018-05-29,Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,25.92,2018,5,2,6,2
3944,2017-06-23,2017-06-30,Standard Class,Consumer,Buffalo,New York,East,Office Supplies,Supplies,835.17,2017,6,2,4,7
3945,2017-05-16,2017-05-21,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,17.34,2017,5,2,1,5
3946,2018-11-18,2018-11-23,Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Paper,44.384,2018,11,4,6,5
3947,2018-11-18,2018-11-23,Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Supplies,2.944,2018,11,4,6,5
3948,2017-11-18,2017-11-22,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Art,6.368,2017,11,4,5,4
3949,2017-11-18,2017-11-22,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,48.848,2017,11,4,5,4
3950,2017-11-18,2017-11-22,Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,19.648,2017,11,4,5,4
3951,2017-11-18,2017-11-22,Standard Class,Home Office,Pasadena,Texas,Central,Furniture,Chairs,255.108,2017,11,4,5,4
3952,2015-11-28,2015-11-30,Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,17.248,2015,11,4,5,2
3953,2017-03-01,2017-03-08,Standard Class,Corporate,Denver,Colorado,West,Technology,Phones,159.984,2017,3,1,2,7
3954,2018-01-15,2018-01-19,Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,12.7,2018,1,1,0,4
3955,2015-04-04,2015-04-09,Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,5.47,2015,4,2,5,5
3956,2015-04-04,2015-04-09,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,79.36,2015,4,2,5,5
3957,2017-06-26,2017-07-03,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,22.14,2017,6,2,0,7
3958,2017-05-29,2017-06-02,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,11.277,2017,5,2,0,4
3959,2017-05-29,2017-06-02,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Art,4.448,2017,5,2,0,4
3960,2017-05-29,2017-06-02,Standard Class,Consumer,Nashville,Tennessee,South,Furniture,Furnishings,44.76,2017,5,2,0,4
3961,2016-10-19,2016-10-24,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,38.28,2016,10,4,2,5
3962,2016-10-19,2016-10-24,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,149.95,2016,10,4,2,5
3963,2018-02-19,2018-02-20,First Class,Home Office,Los Angeles,California,West,Office Supplies,Art,12.84,2018,2,1,0,1
3964,2018-02-19,2018-02-20,First Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.67,2018,2,1,0,1
3965,2017-09-22,2017-09-28,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,7.872,2017,9,3,4,6
3966,2015-11-12,2015-11-17,Second Class,Corporate,Asheville,North Carolina,South,Office Supplies,Art,7.872,2015,11,4,3,5
3967,2017-04-01,2017-04-06,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,88.04,2017,4,2,5,5
3968,2017-05-20,2017-05-23,First Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,40.635,2017,5,2,5,3
3969,2016-06-01,2016-06-05,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,5.728,2016,6,2,2,4
3970,2016-06-01,2016-06-05,Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,42.24,2016,6,2,2,4
3971,2015-11-22,2015-11-26,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,53.82,2015,11,4,6,4
3972,2016-02-22,2016-02-24,Second Class,Home Office,Sterling Heights,Michigan,Central,Office Supplies,Art,79.36,2016,2,1,0,2
3973,2017-03-29,2017-04-02,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.48,2017,3,1,2,4
3974,2017-03-29,2017-04-02,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,29.8,2017,3,1,2,4
3975,2017-03-29,2017-04-02,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,414.0,2017,3,1,2,4
3976,2017-03-29,2017-04-02,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,41.328,2017,3,1,2,4
3977,2017-10-22,2017-10-24,First Class,Consumer,Richmond,Virginia,South,Furniture,Furnishings,39.92,2017,10,4,6,2
3978,2018-10-02,2018-10-07,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,8.94,2018,10,4,1,5
3979,2018-10-02,2018-10-07,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,84.784,2018,10,4,1,5
3980,2015-12-23,2015-12-27,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,53.316,2015,12,4,2,4
3981,2015-12-23,2015-12-27,Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,56.52,2015,12,4,2,4
3982,2018-12-15,2018-12-20,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,22.77,2018,12,4,5,5
3983,2017-07-07,2017-07-09,Second Class,Consumer,Los Angeles,California,West,Furniture,Chairs,287.968,2017,7,3,4,2
3984,2017-07-07,2017-07-09,Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,2799.96,2017,7,3,4,2
3985,2017-07-07,2017-07-09,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,48.94,2017,7,3,4,2
3986,2017-04-17,2017-04-21,Standard Class,Consumer,Lakewood,California,West,Furniture,Bookcases,257.499,2017,4,2,0,4
3987,2018-04-08,2018-04-14,Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Storage,2591.56,2018,4,2,6,6
3988,2018-04-08,2018-04-14,Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Appliances,41.95,2018,4,2,6,6
3989,2017-04-17,2017-04-22,Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Furnishings,79.12,2017,4,2,0,5
3990,2015-11-25,2015-11-27,Second Class,Consumer,Woonsocket,Rhode Island,East,Furniture,Furnishings,52.96,2015,11,4,2,2
3991,2015-11-03,2015-11-08,Standard Class,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Supplies,286.344,2015,11,4,1,5
3992,2016-05-01,2016-05-05,Standard Class,Corporate,Tampa,Florida,South,Furniture,Furnishings,63.552,2016,5,2,6,4
3993,2016-05-01,2016-05-05,Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Supplies,41.376,2016,5,2,6,4
3994,2016-05-01,2016-05-05,Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Art,172.704,2016,5,2,6,4
3995,2016-03-08,2016-03-12,Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Bookcases,512.94,2016,3,1,1,4
3996,2016-03-08,2016-03-12,Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Chairs,860.93,2016,3,1,1,4
3997,2016-03-08,2016-03-12,Standard Class,Consumer,Kenosha,Wisconsin,Central,Technology,Phones,769.95,2016,3,1,1,4
3998,2016-03-08,2016-03-12,Standard Class,Consumer,Kenosha,Wisconsin,Central,Office Supplies,Art,14.98,2016,3,1,1,4
3999,2016-03-08,2016-03-12,Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Furnishings,373.08,2016,3,1,1,4
4000,2016-07-17,2016-07-20,Second Class,Corporate,Port Saint Lucie,Florida,South,Furniture,Bookcases,231.92,2016,7,3,6,3
4001,2015-10-11,2015-10-16,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,63.47,2015,10,4,6,5
4002,2015-10-11,2015-10-16,Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,345.0,2015,10,4,6,5
4003,2017-03-03,2017-03-08,Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Tables,637.896,2017,3,1,4,5
4004,2017-03-03,2017-03-08,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,287.91,2017,3,1,4,5
4005,2017-03-03,2017-03-08,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Envelopes,36.6,2017,3,1,4,5
4006,2016-12-10,2016-12-16,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Art,1.78,2016,12,4,5,6
4007,2016-12-10,2016-12-16,Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,25.92,2016,12,4,5,6
4008,2016-12-10,2016-12-16,Standard Class,Consumer,Roswell,Georgia,South,Technology,Accessories,101.94,2016,12,4,5,6
4009,2016-12-18,2016-12-22,Standard Class,Corporate,Louisville,Colorado,West,Office Supplies,Art,6.848,2016,12,4,6,4
4010,2018-01-01,2018-01-05,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,474.43,2018,1,1,0,4
4011,2018-11-21,2018-11-24,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.448,2018,11,4,2,3
4012,2018-11-21,2018-11-24,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,39.296,2018,11,4,2,3
4013,2016-12-22,2016-12-27,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,17.12,2016,12,4,3,5
4014,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,542.94,2016,8,3,1,5
4015,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Labels,8.64,2016,8,3,1,5
4016,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,193.8,2016,8,3,1,5
4017,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,21.4,2016,8,3,1,5
4018,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,97.88,2016,8,3,1,5
4019,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,251.91,2016,8,3,1,5
4020,2016-08-23,2016-08-28,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,25.86,2016,8,3,1,5
4021,2015-06-22,2015-06-27,Standard Class,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,170.058,2015,6,2,0,5
4022,2015-06-22,2015-06-27,Standard Class,Consumer,Chester,Pennsylvania,East,Technology,Phones,82.782,2015,6,2,0,5
4023,2015-06-22,2015-06-27,Standard Class,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,853.93,2015,6,2,0,5
4024,2018-10-27,2018-10-28,First Class,Corporate,San Francisco,California,West,Furniture,Bookcases,556.665,2018,10,4,5,1
4025,2018-10-27,2018-10-28,First Class,Corporate,San Francisco,California,West,Technology,Phones,95.84,2018,10,4,5,1
4026,2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Paper,29.664,2018,8,3,5,2
4027,2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Art,9.184,2018,8,3,5,2
4028,2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Technology,Phones,153.584,2018,8,3,5,2
4029,2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Binders,12.864,2018,8,3,5,2
4030,2018-12-24,2018-12-28,Standard Class,Consumer,Lafayette,Louisiana,South,Technology,Machines,479.97,2018,12,4,0,4
4031,2018-12-24,2018-12-28,Standard Class,Consumer,Lafayette,Louisiana,South,Furniture,Chairs,232.88,2018,12,4,0,4
4032,2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Appliances,236.88,2017,9,3,1,4
4033,2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Paper,29.9,2017,9,3,1,4
4034,2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Technology,Accessories,100.0,2017,9,3,1,4
4035,2017-12-12,2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,18.693,2017,12,4,1,0
4036,2017-12-12,2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Technology,Accessories,383.952,2017,12,4,1,0
4037,2016-12-28,2017-01-01,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,24.816,2016,12,4,2,4
4038,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,24.9,2015,12,4,1,4
4039,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,21.12,2015,12,4,1,4
4040,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Technology,Machines,767.952,2015,12,4,1,4
4041,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,14.352,2015,12,4,1,4
4042,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,191.976,2015,12,4,1,4
4043,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Labels,274.77,2015,12,4,1,4
4044,2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,70.56,2015,12,4,1,4
4045,2016-06-25,2016-06-30,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,204.85,2016,6,2,5,5
4046,2016-04-02,2016-04-07,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,9.156,2016,4,2,5,5
4047,2018-10-21,2018-10-25,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,23.992,2018,10,4,6,4
4048,2016-07-16,2016-07-19,First Class,Corporate,New York City,New York,East,Office Supplies,Paper,80.88,2016,7,3,5,3
4049,2016-07-16,2016-07-19,First Class,Corporate,New York City,New York,East,Technology,Accessories,599.9,2016,7,3,5,3
4050,2018-06-24,2018-06-26,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,276.69,2018,6,2,6,2
4051,2018-06-24,2018-06-26,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,172.764,2018,6,2,6,2
4052,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.224,2015,9,3,1,4
4053,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,409.272,2015,9,3,1,4
4054,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,55.44,2015,9,3,1,4
4055,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.928,2015,9,3,1,4
4056,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,1801.632,2015,9,3,1,4
4057,2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,67.176,2015,9,3,1,4
4058,2015-11-24,2015-11-28,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,646.2,2015,11,4,1,4
4059,2016-11-20,2016-11-24,Standard Class,Consumer,Oakland,California,West,Technology,Phones,72.744,2016,11,4,6,4
4060,2016-11-20,2016-11-24,Standard Class,Consumer,Oakland,California,West,Furniture,Chairs,572.16,2016,11,4,6,4
4061,2017-11-01,2017-11-07,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,68.112,2017,11,4,2,6
4062,2016-09-17,2016-09-20,First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,25.032,2016,9,3,5,3
4063,2017-03-10,2017-03-14,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,39.992,2017,3,1,4,4
4064,2015-06-23,2015-06-26,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Art,20.016,2015,6,2,1,3
4065,2015-06-23,2015-06-26,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Supplies,3.104,2015,6,2,1,3
4066,2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Fasteners,7.52,2015,11,4,6,4
4067,2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Art,10.272,2015,11,4,6,4
4068,2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,47.808,2015,11,4,6,4
4069,2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Technology,Phones,978.84,2015,11,4,6,4
4070,2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,13.14,2017,8,3,0,3
4071,2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,10.024,2017,8,3,0,3
4072,2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,156.3728,2017,8,3,0,3
4073,2016-12-06,2016-12-08,Second Class,Home Office,Indianapolis,Indiana,Central,Technology,Copiers,999.98,2016,12,4,1,2
4074,2016-09-24,2016-09-27,First Class,Home Office,Broken Arrow,Oklahoma,Central,Technology,Phones,821.94,2016,9,3,5,3
4075,2018-11-15,2018-11-20,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,220.064,2018,11,4,3,5
4076,2018-11-15,2018-11-20,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,339.136,2018,11,4,3,5
4077,2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,7.04,2016,12,4,0,2
4078,2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Fasteners,5.04,2016,12,4,0,2
4079,2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,116.28,2016,12,4,0,2
4080,2016-12-21,2016-12-24,First Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,47.976,2016,12,4,2,3
4081,2017-09-25,2017-09-29,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Paper,60.048,2017,9,3,0,4
4082,2017-09-25,2017-09-29,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Binders,5.022,2017,9,3,0,4
4083,2018-06-24,2018-06-30,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,182.994,2018,6,2,6,6
4084,2018-06-24,2018-06-30,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,10.272,2018,6,2,6,6
4085,2018-09-07,2018-09-09,First Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,7.857,2018,9,3,4,2
4086,2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Technology,Phones,302.384,2017,8,3,4,2
4087,2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,20.952,2017,8,3,4,2
4088,2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,11.784,2017,8,3,4,2
4089,2015-08-19,2015-08-26,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Bookcases,638.82,2015,8,3,2,7
4090,2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,2017,4,2,5,4
4091,2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,10.95,2017,4,2,5,4
4092,2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.352,2017,4,2,5,4
4093,2018-05-16,2018-05-18,First Class,Consumer,Akron,Ohio,East,Office Supplies,Storage,221.024,2018,5,2,2,2
4094,2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Machines,3080.0,2016,8,3,2,4
4095,2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Accessories,79.96,2016,8,3,2,4
4096,2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Phones,587.97,2016,8,3,2,4
4097,2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,32.4,2015,9,3,2,5
4098,2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,404.9,2015,9,3,2,5
4099,2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,9449.95,2015,9,3,2,5
4100,2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,12.94,2015,9,3,2,5
4101,2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,2.264,2018,6,2,1,4
4102,2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,0.444,2018,6,2,1,4
4103,2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.176,2018,6,2,1,4
4104,2018-12-21,2018-12-21,Same Day,Home Office,Fremont,Nebraska,Central,Furniture,Furnishings,15.92,2018,12,4,4,0
4105,2018-08-07,2018-08-13,Standard Class,Consumer,San Diego,California,West,Technology,Phones,159.96,2018,8,3,1,6
4106,2018-08-07,2018-08-13,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,13.76,2018,8,3,1,6
4107,2017-08-22,2017-08-26,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.312,2017,8,3,1,4
4108,2016-09-07,2016-09-07,Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,2016,9,3,2,0
4109,2016-09-07,2016-09-07,Same Day,Consumer,New York City,New York,East,Furniture,Tables,27.414,2016,9,3,2,0
4110,2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,73.98,2016,12,4,6,7
4111,2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,160.98,2016,12,4,6,7
4112,2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,17.34,2016,12,4,6,7
4113,2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,3.28,2016,12,4,6,7
4114,2016-05-02,2016-05-07,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,8.856,2016,5,2,0,5
4115,2016-05-02,2016-05-07,Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,158.376,2016,5,2,0,5
4116,2017-11-24,2017-11-27,First Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,1219.96,2017,11,4,4,3
4117,2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,3.168,2016,11,4,3,5
4118,2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,2016,11,4,3,5
4119,2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,454.86,2016,11,4,3,5
4120,2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,91.392,2016,11,4,3,5
